gvkey,name,dm3_sh,gptdata_overall
33638,"I3 Verticals, Inc.",.0280993549022361,0
33641,,,
33643,Aptinyx Inc.,,
33647,,.0306424182185719,
33650,,.0043660504444656,
33657,"Avrobio, Inc.",,
33658,,,
33660,"Xeris Biopharma Holdings, Inc.",,
33663,,.0050521979334112,
33664,,,
33665,,,
33668,Bloom Energy Corp,.0105550660002982,1
33684,"Essential Properties Realty Trust, Inc.",.0050407548144754,1
33685,,.0105267767713605,
33686,,.0105267767713605,
33688,,.0105267767713605,
33692,,.0067694632072028,
33693,Repay Holdings Corp,,
33694,"Everquote, Inc.",,
33695,Coastal Financial Corp,,
33696,,,
33698,"Neuronetics, Inc.",,
33700,,.0088883330954207,
33703,,.0114389738658429,
33704,First Western Financial Inc,,
33713,,.0092046822479273,
33718,"Bj'S Wholesale Club Holdings, Inc.",.003938077196123,1
33719,"Replimune Group, Inc.",,
33720,"Rubius Therapeutics, Inc.",,
33721,Allakos Inc.,.0137641271320316,
33723,"Crinetics Pharmaceuticals, Inc.",,
33724,,,
33725,"Wisa Technologies, Inc.",,
33733,Legacy Housing Corp,,
33734,,,
33740,,.0113287234739689,
33743,"Aquestive Therapeutics, Inc.",,
33748,,.008192708457947,
33749,"Bionano Genomics, Inc.",,
33759,"Tenable Holdings, Inc.",.0357389161752132,2
33766,"Arlo Technologies, Inc.",.0376304289830694,2
33767,Sonos Inc,.0422699684387025,2
33779,Establishment Labs Holdings Inc.,,
33780,"Vaccinex, Inc.",,
33781,"Toughbuilt Industries, Inc",,
33788,,.0044689273736639,
33790,,.0044689273736639,
33798,"Evmo, Inc.",,
33809,Cushman & Wakefield Plc,.0045416963023604,2
33810,Liquidia Corp,,
33818,,.0107449795682093,
33824,,,
33827,,,
33850,Opera Ltd,.0252148819301893,
33855,"Aridis Pharmaceuticals, Inc.",,
33861,Pdd Holdings Inc.,.082704597644936,
33881,,.0045906610614109,
33882,,,
33883,,.0113166364888763,
33911,"International Money Express, Inc.",,
33913,Endava Plc,.0333717565145657,
33945,,.0048664446824522,
33948,,,
33951,"Frontdoor, Inc.",.0330140643936876,2
33955,Elanco Animal Health Inc,.0096248584977056,0
33962,Mesa Air Group Inc,.003217559633882,0
33973,,.0116572308235131,
33975,,.0105267767713605,
33976,,.0105267767713605,
33979,,.0065265478517861,
33983,,.012468199585649,
33984,,.012468199585649,
33997,"Eton Pharmaceuticals, Inc.",,
33999,Amerant Bancorp Inc.,,
34010,Comstock Resources Inc,,
34015,,,
34016,,,
34029,Farfetch Ltd,.0122614198261881,
34048,Livent Corp.,.0096352347295789,0
34051,Garrett Motion Inc.,.020318247828746,1
34053,"Resideo Technologies, Inc.",.0205795664586599,2
34055,"Klx Energy Services Holdings, Inc.",,
34057,,.0114213804143855,
34064,,,
34065,"Sutro Biopharma, Inc.",,
34066,"111, Inc.",,
34067,Nio Inc.,,
34074,,,
34076,"Eventbrite, Inc.",,
34077,"Arvinas, Inc.",,
34078,"Inmune Bio, Inc.",,
34082,"Gritstone Bio, Inc.",,
34083,,.0048664446824522,
34090,,.0113166364888763,
34091,,.0113166364888763,
34099,,,
34101,"Upwork, Inc",.0159618610603456,2
34102,"Guardant Health, Inc.",.0137126763329803,2
34105,,,
34106,,,
34118,Kodiak Sciences Inc.,,
34126,,.012468199585649,
34127,,.012468199585649,
34128,,.012468199585649,
34129,,.012468199585649,
34130,,.012468199585649,
34132,Bank7 Corp.,,
34135,"Y-Mabs Therapeutics, Inc.",,
34140,,.0124255460143505,
34147,,.0552726974686889,
34148,,.055272697468689,
34149,,.055272697468689,
34150,,.055272697468689,
34151,,.055272697468689,
34152,,.055272697468689,
34160,Rvl Pharmaceuticals Plc,,
34161,"Allogene Therapeutics, Inc.",.0104398133368746,1
34163,"Imac Holdings, Inc.",,
34164,"Equillium, Inc.",,
34173,,.0219777725981956,
34174,,.0219777725981956,
34186,Cootek(Cayman)Inc.,.033673270612699,
34189,Capital Bancorp Inc,,
34193,"Si-Bone, Inc.",,
34194,Phasebio Pharmaceuticals Inc,,
34210,,.0141553371536713,
34221,Ngm Biopharmaceuticals Inc,,
34236,,.0182324855160917,
34241,Twist Bioscience Corp,.0146872104573965,0
34242,Greenbrook Tms Inc.,,
34243,Elastic N.V.,,
34245,,.0084288376377415,
34248,,.012468199585649,
34249,,.012468199585649,
34250,,.012468199585649,
34251,,.012468199585649,
34259,"Utz Brands, Inc.",,
34266,,,
34271,,.0140317356303217,
34272,,.0140317356303217,
34273,,.0140317356303217,
34287,Gamida Cell Ltd.,,
34294,,.0088511155570028,
34296,,.0100232818251495,
34297,,,
34300,Verra Mobility Corp,.0339161514202149,
34301,,.0141553371536713,
34306,,,
34327,Vapotherm Inc,,
34330,"Assetmark Financial Holdings, Inc.",,
34337,Equitrans Midstream Corp,.0136044216311272,0
34338,"Rhinebeck Bancorp, Inc.",,
34342,"Axonics, Inc.",,
34355,,.0102073666380742,
34361,Orchard Therapeutics Plc,,
34376,Alithya Group Inc,,
34382,Avalon Globocare Corp.,,
34396,,.0093997399828909,
34398,,.0088511155570028,
34402,,.012468199585649,
34410,"Moderna, Inc.",,
34412,,.0063195043098151,
34414,Kinetik Holdings Inc.,.0073519620377649,0
34415,"Bain Capital Specialty Finance, Inc.",.0107574970610269,0
34418,New Fortress Energy Inc.,.0084354515331358,1
34420,"Medalist Diversified Reit, Inc.",,
34426,,.0085851800053718,
34427,,.0085851800053718,
34429,,,
34439,Waitr Holdings Inc.,.0044806107288128,1
34443,Dow Inc.,,
34446,,,
34447,"Beyond Meat, Inc.",,
34459,"Lightning Emotors, Inc.",,
34467,"Revolve Group, Inc.",,
34469,"Agex Therapeutics, Inc.",,
34496,Tencent Music Entertainment Group,.0224441829673749,
34504,,,
34509,,.012468199585649,
34510,,.012468199585649,
34528,,,
34550,,.0091510107410681,
34553,,.0105267767713605,
34560,Atif Holdings Ltd,,
34562,Organogenesis Holdings Inc.,.0065132441588096,2
34566,"Hoth Therapeutics, Inc.",,
34578,"Gossamer Bio, Inc.",,
34584,"Phunware, Inc.",,
34587,"Harpoon Therapeutics, Inc.",,
34593,,,
34600,,,
34603,Futu Holdings Ltd,.0073077604545451,
34609,"Poseida Therapeutics, Inc.",,
34613,"Super League Enterprise, Inc.",.0113563858670361,2
34614,,,
34616,"Alector, Inc.",.0140313202562243,
34618,"1895 Bancorp Of Wisconsin, Inc. /Md/",,
34621,"Cbdmd, Inc.",,
34624,"Nexgel, Inc.",,
34636,Fox Corp,.0099343817787583,1
34640,"Kaleido Biosciences, Inc.",.0133355742505444,
34648,,,
34682,,,
34709,"Seelos Therapeutics, Inc.",,
34746,"Cyclerion Therapeutics, Inc.",.0111625348743736,
34749,"Coinbase Global, Inc.",,
34753,"Generation Income Properties, Inc.",,
34765,,.0047232970111455,
34766,Scworx Corp.,,
34770,"Nocera, Inc.",,
34825,,,
34834,,,
34854,"Shockwave Medical, Inc.",.0056644333171254,1
34863,Up Fintech Holding Ltd,.0189539689320025,
34873,"Lyft, Inc.",.0069261402192229,2
34882,Silk Road Medical Inc,.007527727456727,1
34883,Precision Biosciences Inc,.0122092714005785,1
34910,Lightspeed Commerce Inc.,,
34919,Tradeweb Markets Inc.,,
34938,"Richmond Mutual Bancorporation, Inc.",.0088686869978211,0
34939,"Pioneer Bancorp, Inc./Md",,
34941,Target Hospitality Corp.,,
34942,Pds Biotechnology Corp,,
34953,"Palomar Holdings, Inc.",,
34954,,,
34955,"Pagerduty, Inc.",,
34956,,.0071468103100667,
35005,"Zoom Video Communications, Inc.",,
35006,,,
35009,"Greenlane Holdings, Inc.",,
35013,"Pinterest, Inc.",,
35014,Hookipa Pharma Inc.,,
35018,"Guardion Health Sciences, Inc.",,
35019,Worksport Ltd,,
35030,"Postal Realty Trust, Inc.",,
35035,"Kontoor Brands, Inc.",,
35038,,,
35050,Scopus Biopharma Inc.,,
35053,"Whole Earth Brands, Inc.",,
35054,"Trevi Therapeutics, Inc.",,
35055,Sciplay Corp,,
35056,Alcon Inc,,
35062,"Transmedics Group, Inc.",,
35065,"Avantor, Inc.",,
35077,"Uber Technologies, Inc",,
35078,Red River Bancshares Inc,,
35079,Agba Group Holding Ltd.,,
35087,,,
35089,Axcella Health Inc.,,
35090,"Nextcure, Inc.",,
35091,Applied Therapeutics Inc.,,
35099,"Mayville Engineering Company, Inc.",,
35100,Milestone Pharmaceuticals Inc.,,
35101,"South Plains Financial, Inc.",,
35102,"Quince Therapeutics, Inc.",,
35104,Sonim Technologies Inc,,
35120,"Fastly, Inc.",,
35121,"Seqll, Inc.",,
35133,,,
35135,,,
35136,"Ideaya Biosciences, Inc.",,
35137,Bicycle Therapeutics Plc,,
35152,"Digital Brands Group, Inc.",,
35154,,,
35158,Parsons Corp,,
35160,,,
35168,"Corteva, Inc.",,
35182,"Crowdstrike Holdings, Inc.",,
35207,Gaotu Techedu Inc.,,
35210,"Aterian, Inc.",,
35211,Clarivate Plc,,
35222,Fiverr International Ltd.,,
35223,"Red Cat Holdings, Inc.",,
35245,"Endeavor Group Holdings, Inc.",,
35254,"Personalis, Inc.",,
35255,"Stoke Therapeutics, Inc.",,
35264,"Bridgebio Pharma, Inc.",,
35265,,,
35266,,,
35267,"Akero Therapeutics, Inc.",,
35270,"Atreca, Inc.",,
35279,Adaptive Biotechnologies Corp,,
35280,"Morphic Holding, Inc.",,
35287,"Chewy, Inc.",,
35288,"Therealreal, Inc.",,
35306,"Inhibrx, Inc.",,
35320,"Oncternal Therapeutics, Inc.",,
35321,"Edesa Biotech, Inc.",,
35327,Skillsoft Corp.,,
35345,"Recruiter.Com Group, Inc.",,
35354,Akerna Corp.,,
35367,"Isun, Inc.",,
35373,Cambium Networks Corp,,
35374,,,
35375,"Mirum Pharmaceuticals, Inc.",,
35376,"Fulcrum Therapeutics, Inc.",,
35377,"Phreesia, Inc.",,
35378,Afya Ltd,,
35391,"Health Catalyst, Inc.",,
35394,,,
35395,Sunnova Energy International Inc.,,
35396,Castle Biosciences Inc,,
35403,"Cns Pharmaceuticals, Inc.",,
35416,"Annovis Bio, Inc.",,
35422,Intelligent Bio Solutions Inc.,,
35423,"Kura Sushi Usa, Inc.",,
35429,"Rapt Therapeutics, Inc.",,
35447,"Dynatrace, Inc.",,
35451,Onewater Marine Inc.,,
35452,,,
35455,"Crossfirst Bankshares, Inc.",,
35471,Oportun Financial Corp,,
35472,"Emmaus Life Sciences, Inc.",,
35477,"Salarius Pharmaceuticals, Inc.",,
35481,"Hirequest, Inc.",,
35490,"Custom Truck One Source, Inc.",,
35497,Envista Holdings Corp,,
35530,"Stabilis Solutions, Inc.",,
35541,"Urban-Gro, Inc.",,
35543,"Option Care Health, Inc.",,
35544,Inmode Ltd.,,
35552,Allied Gaming & Entertainment Inc.,,
35583,Mediaco Holding Inc.,,
35600,"Springworks Therapeutics, Inc.",,
35601,,,
35602,"Smiledirectclub, Inc.",,
35604,"Cloudflare, Inc.",,
35611,"Tff Pharmaceuticals, Inc.",,
35617,,,
35620,"Datadog, Inc.",,
35627,"Peloton Interactive, Inc.",,
35630,,,
35632,"Fresh Tracks Therapeutics, Inc.",,
35638,"Vir Biotechnology, Inc.",,
35639,"Igm Biosciences, Inc.",,
35640,"10X Genomics, Inc.",,
35642,"Pennant Group, Inc.",,
35647,"Frequency Therapeutics, Inc.",,
35648,"Aprea Therapeutics, Inc.",,
35653,Biontech Se,,
35664,Monopar Therapeutics,,
35674,Karat Packaging Inc.,,
35684,"Bellring Brands, Inc.",,
35708,"Progyny, Inc.",,
35712,"Ocugen, Inc.",,
35714,Beam Therapeutics Inc.,,
35727,"Cabaletta Bio, Inc.",,
35728,"Phathom Pharmaceuticals, Inc.",,
35729,"4D Molecular Therapeutics, Inc.",,
35743,Docebo Inc.,,
35747,,,
35759,"Hbt Financial, Inc.",,
35761,"Leafly Holdings, Inc. /De",,
35768,"Galera Therapeutics, Inc.",,
35776,"89Bio, Inc.",,
35779,"Tela Bio, Inc.",,
35789,Neovolta Inc.,,
35793,"Alpine Income Property Trust, Inc.",,
35794,Sitime Corp,,
35796,"Baudax Bio, Inc.",,
35808,"Virgin Galactic Holdings, Inc",,
35814,Biomx Inc.,,
35824,"Nutex Health, Inc.",,
35837,Canaan Inc.,,
35850,Venus Concept Inc.,,
35852,Adapthealth Corp.,,
35868,"Bill Holdings, Inc.",,
35874,Reynolds Consumer Products Inc.,,
35909,"Kaleyra, Inc.",,
35922,"Sprout Social, Inc.",,
35958,"Aditxt, Inc.",,
35982,"Immunovant, Inc.",,
36003,"Oblong, Inc.",,
36005,Alset Inc.,,
36014,"Neurobo Pharmaceuticals, Inc.",,
36016,Greenrose Holding Co Inc.,,
36028,"Arcutis Biotherapeutics, Inc.",,
36037,American Strategic Investment Co.,,
36044,"Protara Therapeutics, Inc.",,
36051,"Schrodinger, Inc.",,
36052,"Black Diamond Therapeutics, Inc.",,
36053,"Nexpoint Real Estate Finance, Inc.",,
36083,"Revolution Medicines, Inc.",,
36084,Fathom Holdings Inc.,,
36089,Auddia Inc.,,
36094,"Quanergy Systems, Inc.",,
36133,"Crescent Capital Bdc, Inc.",,
36140,"Passage Bio, Inc.",,
36153,"Ammo, Inc.",,
36175,Vertiv Holdings Co,,
36190,Otis Worldwide Corp,,
36191,Carrier Global Corp,,
36193,Azek Co Inc.,,
36203,Vontier Corp,,
36204,"Enliven Therapeutics, Inc.",,
36206,Alta Equipment Group Inc.,,
36213,Blue Star Foods Corp.,,
36220,"Linkbancorp, Inc.",,
36234,"Selectquote, Inc.",,
36235,Moving Image Technologies Inc.,,
36236,"Inari Medical, Inc.",,
36237,"Oncology Institute, Inc.",,
36260,Pulmonx Corp,,
36263,"Accolade, Inc.",,
36273,"Procore Technologies, Inc.",,
36288,Mind Medicine (Mindmed) Inc.,,
36293,"Grid Dynamics Holdings, Inc.",,
36295,Brilliant Acquisition Corp,,
36299,"E2Open Parent Holdings, Inc.",,
36300,"Lyra Therapeutics, Inc.",,
36301,"Zentalis Pharmaceuticals, Inc.",,
36302,"Ayala Pharmaceuticals, Inc.",,
36328,"Keros Therapeutics, Inc.",,
36333,"Lumos Pharma, Inc.",,
36335,"Ciso Global, Inc.",,
36349,"Harbor Custom Development, Inc.",,
36356,"Sonnet Biotherapeutics Holdings, Inc.",,
36383,Wetrade Group Inc.,,
36394,Lantern Pharma Inc.,,
36399,Polished.Com Inc.,,
36463,"Alight, Inc. / Delaware",,
36464,"Pliant Therapeutics, Inc.",,
36465,"Kiromic Biopharma, Inc.",,
36473,"Avidity Biosciences, Inc.",,
36474,Royalty Pharma Plc,,
36475,"Qualigen Therapeutics, Inc.",,
36481,"Bt Brands, Inc.",,
36494,"Shift4 Payments, Inc.",,
36496,Applied Molecular Transport Inc.,,
36500,"Presidio Property Trust, Inc.",,
36506,"Timber Pharmaceuticals, Inc.",,
36525,Histogen Inc.,,
36530,"Virios Therapeutics, Inc.",,
36535,"Ayro, Inc.",,
36536,"Larimar Therapeutics, Inc.",,
36550,"Accel Entertainment, Inc.",,
36557,"System1, Inc.",,
36558,"Greenwich Lifesciences, Inc.",,
36565,Nikola Corp,,
36571,Fusion Pharmaceuticals Inc.,,
36598,Open Lending Corp,,
36599,Generation Bio Co.,,
36609,"Forte Biosciences, Inc.",,
36632,"Jupiter Wellness, Inc.",,
36633,"Eastern Bankshares, Inc.",,
36635,"Gohealth, Inc.",,
36641,"Rackspace Technology, Inc.",,
36642,"Nkarta, Inc.",,
36649,"Sobr Safe, Inc.",,
36660,Phenomex Inc.,,
36691,Iac Inc.,,
36692,"Lemonade, Inc.",,
36701,Hall Of Fame Resort & Entertainment Co,,
36704,Alx Oncology Holdings Inc,,
36711,"Ncino, Inc.",,
36716,"Tempo Automation Holdings, Inc.",,
36717,Jamf Holding Corp.,,
36718,"Montrose Environmental Group, Inc.",,
36722,"Rocket Companies, Inc.",,
36726,"Vital Farms, Inc.",,
36735,"Kubient, Inc.",,
36748,"Digital Media Solutions, Inc.",,
36754,"Bigcommerce Holdings, Inc.",,
36757,"Acutus Medical, Inc.",,
36759,"Applied Uv, Inc.",,
36767,"Nurix Therapeutics, Inc.",,
36768,"Annexon, Inc.",,
36776,"Orchestra Biomed Holdings, Inc.",,
36777,Netstreit Corp.,,
36799,"Transphorm, Inc.",,
36808,"Msp Recovery, Inc.",,
36847,"Harmony Biosciences Holdings, Inc.",,
36863,Amesite Inc.,,
36897,"Highpeak Energy, Inc.",,
36898,Unity Software Inc.,,
36910,Palantir Technologies Inc.,,
36911,"Dyne Therapeutics, Inc.",,
36915,"Athira Pharma, Inc.",,
36929,"Lensar, Inc.",,
36945,Jfrog Ltd,,
36949,"Cogent Biosciences, Inc.",,
36950,American Well Corp,,
36964,"Asana, Inc.",,
36967,"Broadstone Net Lease, Inc.",,
36973,Pactiv Evergreen Inc.,,
36975,Compass Pathways Plc,,
36985,Elutia Inc.,,
36987,"Adicet Bio, Inc.",,
37013,"Taysha Gene Therapies, Inc.",,
37019,"Mission Produce, Inc.",,
37035,Immunome Inc.,,
37036,"Pmv Pharmaceuticals, Inc.",,
37054,"Academy Sports & Outdoors, Inc.",,
37062,"Calcimedica, Inc.",,
37063,Prelude Therapeutics Inc,,
37076,Bentley Systems Inc,,
37079,"Global Business Travel Group, Inc.",,
37080,"Eargo, Inc.",,
37081,"C4 Therapeutics, Inc.",,
37082,"Tarsus Pharmaceuticals, Inc.",,
37090,"Corsair Gaming, Inc.",,
37102,"Kronos Bio, Inc.",,
37105,"Spruce Biosciences, Inc.",,
37110,"Shattuck Labs, Inc.",,
37130,"Thryv Holdings, Inc.",,
37134,Biodesix Inc,,
37135,Foghorn Therapeutics Inc.,,
37146,Docgo Inc.,,
37148,"Mediaalpha, Inc.",,
37150,"Root, Inc.",,
37153,"Composecure, Inc.",,
37182,Hyliion Holdings Corp.,,
37186,Guild Holdings Co,,
37187,"Praxis Precision Medicines, Inc.",,
37188,Multiplan Corp,,
37191,"Fiscalnote Holdings, Inc.",,
37200,"Array Technologies, Inc.",,
37212,Ryvyl Inc.,,
37213,"Shift Technologies, Inc.",,
37214,Curiositystream Inc.,,
37273,Bluescape Opportunities Acquisition Corp.,,
37290,"Vivos Therapeutics, Inc.",,
37292,"Atea Pharmaceuticals, Inc.",,
37309,"Allegro Microsystems, Inc.",,
37310,"Galecto, Inc.",,
37318,Fisker Inc./De,,
37325,"Ocuphire Pharma, Inc.",,
37332,Conx Corp.,,
37338,Sotera Health Co,,
37350,180 Life Sciences Corp.,,
37354,"Maravai Lifesciences Holdings, Inc.",,
37355,"Altus Power, Inc.",,
37357,"Upstart Holdings, Inc.",,
37373,"Eve Holding, Inc.",,
37382,Concentrix Corp,,
37386,"Synaptogenix, Inc.",,
37392,"Eos Energy Enterprises, Inc.",,
37396,"Medavail Holdings, Inc.",,
37404,Gcm Grosvenor Inc.,,
37407,Mp Materials Corp. / De,,
37412,"Olema Pharmaceuticals, Inc.",,
37413,"Affirm Holdings, Inc.",,
37414,"Certara, Inc.",,
37420,"Doordash, Inc.",,
37425,"Seer, Inc.",,
37426,"Parts Id, Inc.",,
37428,Grindr Inc.,,
37445,"Aaron'S Company, Inc.",,
37453,Roblox Corp,,
37460,"Airbnb, Inc.",,
37473,"Petros Pharmaceuticals, Inc.",,
37480,908 Devices Inc.,,
37486,Kinnate Biopharma Inc.,,
37489,Apartment Income Reit Corp.,,
37490,"Luminar Technologies, Inc./De",,
37495,"Ars Pharmaceuticals, Inc.",,
37502,"Petco Health & Wellness Company, Inc.",,
37510,"Pubmatic, Inc.",,
37517,"C3.Ai, Inc.",,
37519,Opendoor Technologies Inc.,,
37527,Abcellera Biologics Inc.,,
37530,"Forge Global Holdings, Inc.",,
37534,"Reviva Pharmaceuticals Holdings, Inc.",,
37537,"Desktop Metal, Inc.",,
37541,"Bioatla, Inc.",,
37543,Churchill Capital Corp V,,
37547,Agriforce Growing Systems Ltd.,,
37548,Cf Acquisition Corp. Iv,,
37549,"Virpax Pharmaceuticals, Inc.",,
37559,Clever Leaves Holdings Inc.,,
37562,Skillz Inc.,,
37576,Canoo Inc.,,
37587,Aersale Corp,,
37588,"Kineta, Inc./De",,
37592,"Vincerx Pharma, Inc.",,
37593,"Porch Group, Inc.",,
37594,Spruce Power Holding Corp,,
37596,"Sentinelone, Inc.",,
37610,"Buzzfeed, Inc.",,
37623,"Rush Street Interactive, Inc.",,
37630,"Danimer Scientific, Inc.",,
37633,Clene Inc.,,
37640,"Enveric Biosciences, Inc.",,
37646,"Shoals Technologies Group, Inc.",,
37658,"Bird Global, Inc.",,
37664,"Purecycle Technologies, Inc.",,
37671,Ispecimen Inc.,,
37672,"Montauk Renewables, Inc.",,
37673,"Bm Technologies, Inc.",,
37674,Motorsport Games Inc.,,
37675,"Cullinan Oncology, Inc.",,
37707,Scilex Holding Co,,
37711,"Clover Health Investments, Corp. /De",,
37713,Landsea Homes Corp,,
37723,Trinity Capital Inc.,,
37733,Apollo Strategic Growth Capital Ii,,
37751,Driven Brands Holdings Inc.,,
37752,Playtika Holding Corp.,,
37763,Uwm Holdings Corp,,
37780,Ares Acquisition Corp,,
37781,"Alfi, Inc.",,
37785,"Mondee Holdings, Inc.",,
37787,On24 Inc.,,
37790,Bumble Inc.,,
37793,"Dream Finders Homes, Inc.",,
37797,P3 Health Partners Inc.,,
37799,"Hyperfine, Inc.",,
37807,Longeveron Inc.,,
37808,"Neximmune, Inc.",,
37810,Sonder Holdings Inc.,,
37824,Viant Technology Inc.,,
37840,"Lucira Health, Inc.",,
37841,Jaws Mustang Acquisition Corp,,
37848,"Terns Pharmaceuticals, Inc.",,
37851,"Hims & Hers Health, Inc.",,
37855,Bowlero Corp.,,
37856,Local Bounti Corporation/De,,
37863,"Decibel Therapeutics, Inc.",,
37896,Agrify Corp,,
37909,Innovid Corp.,,
37922,"Springbig Holdings, Inc.",,
37924,"Landos Biopharma, Inc.",,
37925,"Sana Biotechnology, Inc.",,
37937,"Energy Vault Holdings, Inc.",,
37949,"Adtheorent Holding Company, Inc.",,
37966,"Bigbear.Ai Holdings, Inc.",,
37971,Ipower Inc.,,
37980,Movano Inc.,,
37997,Opal Fuels Inc.,,
38001,"Advent Technologies Holdings, Inc.",,
38015,"Heliogen, Inc.",,
38019,"Oscar Health, Inc.",,
38022,Symbotic Inc.,,
38027,"Disc Medicine, Inc.",,
38034,Churchill Capital Corp Vi,,
38035,Churchill Capital Corp Vii,,
38038,"Sun Country Airlines Holdings, Inc.",,
38053,"Afc Gamma, Inc.",,
38065,"Plby Group, Inc.",,
38076,Nuvation Bio Inc.,,
38077,Comsovereign Holding Corp.,,
38079,"Butterfly Network, Inc.",,
38081,Joann Inc.,,
38092,"Coupang, Inc.",,
38094,"Solid Power, Inc.",,
38100,"Nextdoor Holdings, Inc.",,
38107,"Aurora Innovation, Inc.",,
38109,"Grove Collaborative Holdings, Inc.",,
38125,"Hayward Holdings, Inc.",,
38132,Terran Orbital Corp,,
38135,Planet Labs Pbc,,
38160,"Duckhorn Portfolio, Inc.",,
38174,Innovage Holding Corp.,,
38187,"Eqrx, Inc.",,
38188,"Digitalocean Holdings, Inc.",,
38198,"Chargepoint Holdings, Inc.",,
38200,Biote Corp.,,
38209,Forian Inc.,,
38212,Applovin Corp,,
38237,"Hagerty, Inc.",,
38239,"Augmedix, Inc.",,
38271,"View, Inc.",,
38282,"Frontier Group Holdings, Inc.",,
38284,"Longboard Pharmaceuticals, Inc.",,
38288,"Vacasa, Inc.",,
38329,"Alkami Technology, Inc.",,
38333,"Gain Therapeutics, Inc.",,
38343,"Ouster, Inc.",,
38374,Acv Auctions Inc.,,
38386,"Instil Bio, Inc.",,
38389,"Finch Therapeutics Group, Inc.",,
38393,Chemomab Therapeutics Ltd.,,
38403,"Semrush Holdings, Inc.",,
38407,"Envirotech Vehicles, Inc.",,
38412,"Doubleverify Holdings, Inc.",,
38418,Thredup Inc.,,
38426,Wag! Group Co.,,
38453,"Reneo Pharmaceuticals, Inc.",,
38461,"Agilon Health, Inc.",,
38462,Nuvve Holding Corp.,,
38465,"Skywater Technology, Inc",,
38467,"Edgewise Therapeutics, Inc.",,
38474,"Recursion Pharmaceuticals, Inc.",,
38488,"Compass, Inc.",,
38491,Kaltura Inc,,
38496,Eterna Therapeutics Inc.,,
38507,Neuropace Inc,,
38511,"Transcode Therapeutics, Inc.",,
38527,"Akoya Biosciences, Inc.",,
38529,"Biomea Fusion, Inc.",,
38539,"Vyant Bio, Inc.",,
38576,"Latham Group, Inc.",,
38583,"Tc Bancshares, Inc.",,
38594,"Privia Health Group, Inc.",,
38596,Tusimple Holdings Inc.,,
38598,"Ast Spacemobile, Inc.",,
38618,Finance Of America Companies Inc.,,
38624,"Twin Vee Powercats, Co.",,
38625,"Werewolf Therapeutics, Inc.",,
38634,Five Star Bancorp,,
38635,"Honest Company, Inc.",,
38643,Vaccitech Plc,,
38646,"Uipath, Inc.",,
38647,"Taskus, Inc.",,
38661,"Upexi, Inc.",,
38664,"Mymd Pharmaceuticals, Inc.",,
38673,"Ftc Solar, Inc.",,
38674,Impel Pharmaceuticals Inc,,
38688,"Aveanna Healthcare Holdings, Inc.",,
38697,Rain Oncology Inc.,,
38706,"Anebulo Pharmaceuticals, Inc.",,
38707,"Paycor Hcm, Inc.",,
38708,Zeta Global Holdings Corp.,,
38711,"Palisade Bio, Inc.",,
38717,23Andme Holding Co.,,
38720,Netcapital Inc.,,
38722,"Stem, Inc.",,
38736,"Squarespace, Inc.",,
38738,"Talaris Therapeutics, Inc.",,
38744,"Ziprecruiter, Inc.",,
38745,"Tscan Therapeutics, Inc.",,
38748,"Meridianlink, Inc.",,
38753,"Enact Holdings, Inc.",,
38754,Bowman Consulting Group Ltd.,,
38755,"Texas Community Bancshares, Inc.",,
38757,"Vimeo, Inc.",,
38764,Blue Foundry Bancorp,,
38768,Beauty Health Co,,
38791,"Alzamend Neuro, Inc.",,
38805,Centessa Pharmaceuticals Plc,,
38806,"Singular Genomics Systems, Inc.",,
38821,Organon & Co.,,
38824,"1Stdibs.Com, Inc.",,
38827,"Glimpse Group, Inc.",,
38829,Femasys Inc,,
38832,"Marqeta, Inc.",,
38834,"Lifestance Health Group, Inc.",,
38845,Blue Owl Capital Inc.,,
38856,Bright Health Group Inc.,,
38857,"Janux Therapeutics, Inc.",,
38867,"Unicycive Therapeutics, Inc.",,
38870,"Core & Main, Inc.",,
38874,"Nrx Pharmaceuticals, Inc.",,
38883,"Lyell Immunopharma, Inc.",,
38900,Hcw Biologics Inc.,,
38908,"Verve Therapeutics, Inc.",,
38910,"Acurx Pharmaceuticals, Inc.",,
38915,"Sprinklr, Inc.",,
38916,"Sofi Technologies, Inc.",,
38917,Miromatrix Medical Inc.,,
38920,"Century Therapeutics, Inc.",,
38924,Evercommerce Inc.,,
38925,"Cyteir Therapeutics, Inc.",,
38927,"Doximity, Inc.",,
38932,Ezfill Holdings Inc,,
38936,"Mister Car Wash, Inc.",,
38937,"Bark, Inc.",,
38945,"Akili, Inc.",,
38946,"Powerschool Holdings, Inc.",,
38949,"Cano Health, Inc.",,
38952,"Vintage Wine Estates, Inc.",,
38953,"Latch, Inc.",,
38954,"Clear Secure, Inc.",,
38960,Quantum-Si Inc,,
38961,"Janus International Group, Inc.",,
38967,"Caremax, Inc.",,
38978,"Katapult Holdings, Inc.",,
38979,"Nautilus Biotechnology, Inc.",,
38981,"Uphealth, Inc.",,
38986,"Acumen Pharmaceuticals, Inc.",,
38987,"Aerovate Therapeutics, Inc.",,
38993,"Dermata Therapeutics, Inc.",,
38995,"Indie Semiconductor, Inc.",,
39025,"Wm Technology, Inc.",,
39039,"Angel Oak Mortgage Reit, Inc.",,
39041,"Dt Midstream, Inc.",,
39051,"Alpha Teknova, Inc.",,
